2, 499898, 495305
2, 399934, 396639
2, 299903, 299997
2, 499672, 499973
2, 299940, 280920
2, 443902, 499976
2, 179641, 178061
2, 299987, 295787
2, 98259, 99691
2, 399998, 398565
2, 99996, 97653
2, 199998, 198348
2, 98935, 100000
2, 340518, 399795
2, 497273, 485210
2, 481481, 500000
2, 399935, 219824
2, 377912, 399999
2, 399982, 388360
2, 374724, 390199
2, 199998, 145005
2, 198555, 199708
2, 362407, 348316
2, 319224, 399581
2, 91172, 99493
2, 399885, 356846
2, 99635, 99950
2, 199996, 199207
2, 99998, 99952
2, 99946, 399227
2, 199999, 200000
2, 200000, 98955
2, 499970, 500000
2, 300000, 299674
2, 299970, 299967
2, 499996, 500000
2, 499794, 200000
2, 499928, 499999
2, 499983, 98264
2, 294460, 281796
2, 99657, 188312
2, 293714, 223481
2, 423660, 459581
2, 388666, 399956
2, 97744, 64366
2, 48687, 99931
2, 199047, 179660
2, 99998, 99871
2, 399878, 395310
2, 500000, 499984
2, 99996, 96665
2, 430748, 489876
2, 99658, 100000
2, 199998, 117205
2, 199902, 199936
2, 499554, 499818
2, 99904, 83718
2, 97916, 94378
2, 299800, 299701
2, 99870, 26878
2, 499829, 463016
2, 499992, 477120
2, 498571, 494765
2, 400000, 399946
2, 199515, 196532
2, 98434, 99973
2, 299999, 299975
2, 300000, 251948
2, 477558, 499851
2, 199403, 199974
2, 298761, 296714
2, 46913, 99998
2, 499950, 487708
2, 399999, 399998
2, 399655, 364464
2, 99996, 99996
2, 493352, 499978
2, 129117, 200000
2, 499991, 498006
2, 299993, 299168
2, 99977, 99943
2, 199001, 300000
2, 399249, 398626
2, 200000, 200000
2, 98863, 77147
2, 493161, 499927
2, 99860, 99909
2, 198637, 197787
2, 399946, 99990
2, 495755, 499976
2, 499975, 289846
2, 100000, 100000
2, 299472, 297346
2, 99983, 99615
2, 199998, 189366
2, 199638, 299597
2, 499253, 499982
2, 356166, 399978
2, 299995, 299993
2, 398295, 395302
2, 199103, 199741
2, 3943, 100000
2, 499969, 488974
2, 499998, 498517
2, 298959, 281026
2, 98034, 99940
2, 499989, 499922
2, 295826, 299086
2, 499939, 98901
2, 399999, 390127
2, 161791, 199835
2, 288337, 230691
2, 99995, 397696
2, 500000, 497111
2, 399321, 367370
2, 199959, 199998
2, 381230, 399999
2, 195150, 199983
2, 399743, 399992
2, 495550, 470301
2, 495537, 482644
2, 99987, 99981
2, 298851, 499984
2, 400000, 399998
2, 99819, 100000
2, 391894, 200000
2, 495379, 499995
2, 199909, 199958
2, 194684, 199982
2, 499995, 500000
2, 67636, 99988
2, 299998, 399919
2, 499942, 500000
2, 200000, 448497
2, 399998, 390330
2, 193221, 198459
2, 299916, 299986
2, 399984, 347219
2, 499373, 499850
2, 399997, 399984
2, 299999, 299998
2, 199991, 175347
2, 165178, 199990
2, 400000, 399813
2, 355819, 399910
2, 299708, 299996
2, 299960, 299968
2, 200879, 292764
2, 99998, 98350
2, 399995, 350755
2, 197622, 199679
2, 300000, 297254
2, 399998, 395374
2, 299988, 299274
2, 499977, 495386
2, 27572, 99113
2, 299996, 299996
2, 447624, 486907
2, 285, 99997
2, 294848, 299988
2, 86418, 99994
2, 297891, 258586
2, 500000, 499073
2, 105213, 498398
2, 99993, 99999
2, 99991, 99694
2, 98250, 99806
2, 398804, 371619
2, 99980, 399965
2, 99997, 99850
2, 399509, 399974
2, 299845, 299867
2, 99996, 156526
2, 399853, 399866
2, 99999, 97093
2, 99588, 60537
2, 497824, 499987
2, 499966, 499926
2, 157904, 199995
2, 199986, 200000
2, 499819, 485283
2, 299953, 287316
2, 99942, 99904
2, 296812, 275593
2, 499869, 480623
2, 399994, 397824
2, 199988, 199021
2, 399521, 342988
2, 399996, 400000
2, 99999, 299846
2, 399971, 400000
2, 196367, 199985
2, 494995, 399934
2, 498866, 199710
2, 399882, 399974
2, 399583, 399976
2, 299999, 299999
2, 100000, 94704
2, 499994, 499691
2, 50489, 100000
2, 278157, 199997
2, 300000, 299951
2, 299453, 299964
2, 299997, 99970
2, 499980, 494487
2, 334717, 399995
2, 498865, 499999
2, 381196, 399939
2, 399596, 396759
2, 285951, 296929
2, 192263, 200000
2, 295866, 258629
2, 196259, 200000
2, 293992, 205320
2, 265194, 199945
2, 183113, 173560
2, 299937, 246584
2, 199992, 400000
2, 6696, 68649
2, 399879, 399887
2, 199993, 199999
2, 143803, 499982
2, 95156, 99988
2, 278535, 99929
2, 499994, 453173
2, 399770, 301440
2, 368761, 399990
2, 271775, 292547
2, 499071, 499680
2, 399614, 399934
2, 399980, 399958
2, 499384, 499993
2, 99918, 399216
2, 299391, 299970
2, 154233, 166285
2, 399941, 399573
2, 199997, 120620
2, 99950, 397893
2, 199551, 199992
2, 299957, 298358
2, 199991, 244166
2, 299234, 299992
2, 99605, 94007
2, 499953, 499511
2, 99997, 89592
2, 99981, 99768
2, 99997, 100000
2, 285026, 299995
2, 299992, 299903
2, 399981, 398225
2, 99974, 300000
2, 299564, 299931
2, 476330, 498862
2, 299499, 295908
2, 499707, 499995
2, 499992, 500000
2, 399950, 399028
2, 199999, 199248
2, 299425, 256450
2, 399995, 399941
2, 98932, 82420
2, 200000, 199943
2, 399960, 399998
2, 399996, 399998
2, 399415, 399999
2, 200000, 199002
2, 198993, 199981
2, 99999, 99744
2, 399998, 199809
2, 287970, 294105
2, 199730, 199986
2, 299721, 299119
2, 292877, 289925
2, 398500, 399962
2, 499304, 499985
2, 393899, 392090
2, 199998, 199331
2, 299862, 294440
2, 299989, 499986
2, 299927, 393861
2, 199920, 199976
2, 99979, 99995
2, 6514, 24838
2, 299997, 297912
2, 399990, 399998
2, 298491, 297483
2, 289942, 299999
2, 499810, 499926
2, 199789, 193825
2, 397399, 365097
2, 296251, 299760
2, 494751, 488523
2, 451585, 499617
2, 297723, 299990
2, 199952, 199579
2, 299968, 295236
2, 400000, 396081
2, 431152, 499708
2, 386646, 398795
2, 99993, 86985
